http://ilovesymposia.com/about-the-author/,http://ilovesymposia.com/pages/about-the-author.html
http://ilovesymposia.com/2008/05/21/a-fantastic-neuroscience-talk-by-jeff-hawkins/,http://ilovesymposia.com/posts/2008/05/21/a-fantastic-neuroscience-talk-by-jeff-hawkins.html
http://ilovesymposia.com/2008/05/29/brian-greene-on-the-colbert-report/,http://ilovesymposia.com/posts/2008/05/29/brian-greene-on-the-colbert-report.html
http://ilovesymposia.com/2008/06/11/design-patterns/,http://ilovesymposia.com/posts/2008/06/11/design-patterns.html
http://ilovesymposia.com/2008/10/02/eigenworms/,http://ilovesymposia.com/posts/2008/10/02/eigenworms.html
http://ilovesymposia.com/2008/07/13/iphone-update-quirks/,http://ilovesymposia.com/posts/2008/07/13/iphone-update-quirks.html
http://ilovesymposia.com/2008/07/14/the-world/,http://ilovesymposia.com/posts/2008/07/14/the-world.html
http://ilovesymposia.com/2008/08/21/microsoft-silverlight/,http://ilovesymposia.com/posts/2008/08/21/microsoft-silverlight.html
http://ilovesymposia.com/2008/08/31/hi-def-music/,http://ilovesymposia.com/posts/2008/08/31/hi-def-music.html
http://ilovesymposia.com/2008/10/26/iphone-jailbreaking/,http://ilovesymposia.com/posts/2008/10/26/iphone-jailbreaking.html
http://ilovesymposia.com/2008/10/31/the-science-of-sleep-presents-a-better-alarm-clock/,http://ilovesymposia.com/posts/2008/10/31/the-science-of-sleep-presents-a-better-alarm-clock.html
http://ilovesymposia.com/2008/12/18/randomise-your-samples/,http://ilovesymposia.com/posts/2008/12/18/randomise-your-samples.html
http://ilovesymposia.com/2009/06/12/gmail-some-reasons-to-switch/,http://ilovesymposia.com/posts/2009/06/12/gmail-some-reasons-to-switch.html
http://ilovesymposia.com/2009/06/12/google-engulfs-more-software/,http://ilovesymposia.com/posts/2009/06/12/google-engulfs-more-software.html
http://ilovesymposia.com/2009/06/25/apple-pages-and-its-shortcomings/,http://ilovesymposia.com/posts/2009/06/25/apple-pages-and-its-shortcomings.html
http://ilovesymposia.com/2009/07/18/the-electric-car-of-the-present/,http://ilovesymposia.com/posts/2009/07/18/the-electric-car-of-the-present.html
http://ilovesymposia.com/2009/07/19/on-happiness/,http://ilovesymposia.com/posts/2009/07/19/on-happiness.html
http://ilovesymposia.com/2012/05/09/h5cat-quickly-preview-hdf5-file-contents-from-the-command-line/,http://ilovesymposia.com/posts/2012/05/09/h5cat-quickly-preview-hdf5-file-contents-from-the-command-line.html
http://ilovesymposia.com/2013/04/11/automatically-resume-interrupted-downloads-in-osx-with-curl/,http://ilovesymposia.com/posts/2013/04/11/automatically-resume-interrupted-downloads-in-osx-with-curl.html
http://ilovesymposia.com/2013/05/14/apparently-im-the-only-one-excited-about-sonys-new-big-e-ink-tablet/,http://ilovesymposia.com/posts/2013/05/14/apparently-im-the-only-one-excited-about-sonys-new-big-e-ink-tablet.html
http://ilovesymposia.com/2013/05/25/a-sad-day-in-the-fight-against-climate-change/,http://ilovesymposia.com/posts/2013/05/25/a-sad-day-in-the-fight-against-climate-change.html
http://ilovesymposia.com/2013/07/20/tesla-makes-a-better-place/,http://ilovesymposia.com/posts/2013/07/20/tesla-makes-a-better-place.html
http://ilovesymposia.com/2013/10/04/why-plos-one-is-no-longer-my-default-journal/,http://ilovesymposia.com/posts/2013/10/04/why-plos-one-is-no-longer-my-default-journal.html
http://ilovesymposia.com/2013/10/14/all-journals-should-require-authors-to-publish-their-raw-data/,http://ilovesymposia.com/posts/2013/10/14/all-journals-should-require-authors-to-publish-their-raw-data.html
http://ilovesymposia.com/2013/10/15/osx-software-watch-use-photosweeper-to-remove-duplicates-in-your-image-collection/,http://ilovesymposia.com/posts/2013/10/15/osx-software-watch-use-photosweeper-to-remove-duplicates-in-your-image-collection.html
http://ilovesymposia.com/2013/11/05/speed-up-your-macs-wake-up-time-using-pmset-do-it-again-after-upgrading-to-mavericks/,http://ilovesymposia.com/posts/2013/11/05/speed-up-your-macs-wake-up-time-using-pmset-do-it-again-after-upgrading-to-mavericks.html
http://ilovesymposia.com/2013/11/20/a-high-profile-endorsement-of-f1000-research/,http://ilovesymposia.com/posts/2013/11/20/a-high-profile-endorsement-of-f1000-research.html
http://ilovesymposia.com/2013/12/23/my-review-of-the-roost-laptop-stand/,http://ilovesymposia.com/posts/2013/12/23/my-review-of-the-roost-laptop-stand.html
http://ilovesymposia.com/2014/01/06/our-environmental-future/,http://ilovesymposia.com/posts/2014/01/06/our-environmental-future.html
http://ilovesymposia.com/2014/01/09/best-practices-addendum-find-and-follow-the-conventions-of-your-programming-community/,http://ilovesymposia.com/posts/2014/01/09/best-practices-addendum-find-and-follow-the-conventions-of-your-programming-community.html
http://ilovesymposia.com/2014/02/26/fiji-jython/,http://ilovesymposia.com/posts/2014/02/26/fiji-jython.html
http://ilovesymposia.com/2014/03/15/an-update-on-mixing-java-and-python-with-fiji/,http://ilovesymposia.com/posts/2014/03/15/an-update-on-mixing-java-and-python-with-fiji.html
http://ilovesymposia.com/publications/,http://ilovesymposia.com/pages/publications.html
http://ilovesymposia.com/2014/06/18/elsevier-et-als-pricing-douchebaggery-exposed/,http://ilovesymposia.com/posts/2014/06/18/elsevier-et-als-pricing-douchebaggery-exposed.html
http://ilovesymposia.com/2014/06/24/a-clever-use-of-scipys-ndimage-generic_filter-for-n-dimensional-image-processing/,http://ilovesymposia.com/posts/2014/06/24/a-clever-use-of-scipys-ndimage-generic_filter-for-n-dimensional-image-processing.html
http://ilovesymposia.com/2014/07/17/scipy-2014-recap/,http://ilovesymposia.com/posts/2014/07/17/scipy-2014-recap.html
http://ilovesymposia.com/2014/08/10/read-microscopy-images-to-numpy-arrays-with-python-bioformats/,http://ilovesymposia.com/posts/2014/08/10/read-microscopy-images-to-numpy-arrays-with-python-bioformats.html
http://ilovesymposia.com/2014/09/22/use-pmset-to-restore-your-macs-instant-wake-after-upgrading-to-yosemite/,http://ilovesymposia.com/posts/2014/09/22/use-pmset-to-restore-your-macs-instant-wake-after-upgrading-to-yosemite.html
http://ilovesymposia.com/2014/10/01/continuous-integration-0-automated-tests-with-pytest/,http://ilovesymposia.com/posts/2014/10/01/continuous-integration-0-automated-tests-with-pytest.html
http://ilovesymposia.com/2014/10/02/continuous-integration-1-test-coverage/,http://ilovesymposia.com/posts/2014/10/02/continuous-integration-1-test-coverage.html
http://ilovesymposia.com/2014/10/13/continuous-integration-in-python-3-set-up-your-test-configuration-files/,http://ilovesymposia.com/posts/2014/10/13/continuous-integration-in-python-3-set-up-your-test-configuration-files.html
http://ilovesymposia.com/2014/10/15/continuous-integration-in-python-4-set-up-travis-ci/,http://ilovesymposia.com/posts/2014/10/15/continuous-integration-in-python-4-set-up-travis-ci.html
http://ilovesymposia.com/2014/10/15/continuous-integration-in-python-5-report-test-coverage-using-coveralls/,http://ilovesymposia.com/posts/2014/10/15/continuous-integration-in-python-5-report-test-coverage-using-coveralls.html
http://ilovesymposia.com/2014/10/17/continuous-integration-in-python-6-show-off-your-work/,http://ilovesymposia.com/posts/2014/10/17/continuous-integration-in-python-6-show-off-your-work.html
http://ilovesymposia.com/2014/10/27/continuous-integration-in-python-7-some-helper-tools-and-final-thoughts/,http://ilovesymposia.com/posts/2014/10/27/continuous-integration-in-python-7-some-helper-tools-and-final-thoughts.html
http://ilovesymposia.com/2015/01/04/some-things-i-learned-while-building-a-site-on-github-pages/,http://ilovesymposia.com/posts/2015/01/04/some-things-i-learned-while-building-a-site-on-github-pages.html
http://ilovesymposia.com/2015/02/04/call-for-code-nominations-for-elegant-scipy/,http://ilovesymposia.com/posts/2015/02/04/call-for-code-nominations-for-elegant-scipy.html
http://ilovesymposia.com/2015/02/23/clarifications-about-our-book-elegant-scipy-and-our-call-for-code-submissions/,http://ilovesymposia.com/posts/2015/02/23/clarifications-about-our-book-elegant-scipy-and-our-call-for-code-submissions.html
http://ilovesymposia.com/2015/03/08/experiences-porting-a-medium-sized-library-from-python-2-to-3/,http://ilovesymposia.com/posts/2015/03/08/experiences-porting-a-medium-sized-library-from-python-2-to-3.html
http://ilovesymposia.com/2015/03/23/go-to-scipy-2015/,http://ilovesymposia.com/posts/2015/03/23/go-to-scipy-2015.html
http://ilovesymposia.com/2015/04/03/calling-out-scipy-on-diversity/,http://ilovesymposia.com/posts/2015/04/03/calling-out-scipy-on-diversity.html
http://ilovesymposia.com/2015/05/04/the-scipy-ecosystem-belongs-to-everyone/,http://ilovesymposia.com/posts/2015/05/04/the-scipy-ecosystem-belongs-to-everyone.html
http://ilovesymposia.com/2015/10/09/euroscipy-2015-debrief/,http://ilovesymposia.com/posts/2015/10/09/euroscipy-2015-debrief.html
http://ilovesymposia.com/2015/10/19/first-yield-from/,http://ilovesymposia.com/posts/2015/10/19/first-yield-from.html
http://ilovesymposia.com/2015/12/10/the-cost-of-a-python-function-call/,http://ilovesymposia.com/posts/2015/12/10/the-cost-of-a-python-function-call.html
http://ilovesymposia.com/2015/12/26/why-scientists-should-code-in-the-open/,http://ilovesymposia.com/posts/2015/12/26/why-scientists-should-code-in-the-open.html
http://ilovesymposia.com/2016/05/02/review-sony-digital-paper/,http://ilovesymposia.com/posts/2016/05/02/review-sony-digital-paper.html
http://ilovesymposia.com/2016/11/11/trumps-win/,http://ilovesymposia.com/posts/2016/11/11/trumps-win.html
http://ilovesymposia.com/2016/12/20/numba-in-the-real-world/,http://ilovesymposia.com/posts/2016/12/20/numba-in-the-real-world.html
http://ilovesymposia.com/2017/03/12/scipys-new-lowlevelcallable-is-a-game-changer/,http://ilovesymposia.com/posts/2017/03/12/scipys-new-lowlevelcallable-is-a-game-changer.html
http://ilovesymposia.com/2017/03/15/prettier-lowlevelcallables-with-numba-jit-and-decorators/,http://ilovesymposia.com/posts/2017/03/15/prettier-lowlevelcallables-with-numba-jit-and-decorators.html
http://ilovesymposia.com/2017/10/05/summer-school-announcement-aspp-asia-pacific-2018/,http://ilovesymposia.com/posts/2017/10/05/summer-school-announcement-aspp-asia-pacific-2018.html
http://ilovesymposia.com/about/,http://ilovesymposia.com/pages/about.html
http://ilovesymposia.com/2018/04/09/1st-aspp-asia-pacific-evaluation-survey/,http://ilovesymposia.com/posts/2018/04/09/1st-aspp-asia-pacific-evaluation-survey.html
http://ilovesymposia.com/2018/06/20/what-do-scientists-know-about-open-source/,http://ilovesymposia.com/posts/2018/06/20/what-do-scientists-know-about-open-source.html
http://ilovesymposia.com/2018/07/13/the-road-to-scikit-image-1-0/,http://ilovesymposia.com/posts/2018/07/13/the-road-to-scikit-image-1-0.html
http://ilovesymposia.com/2018/08/30/summer-school-announcement-2nd-advanced-scientific-programming-in-python-aspp-asia-pacific/,http://ilovesymposia.com/posts/2018/08/30/summer-school-announcement-2nd-advanced-scientific-programming-in-python-aspp-asia-pacific.html
http://ilovesymposia.com/tag/mac,/categories/mac/
http://ilovesymposia.com/tag/evs,/categories/evs/
http://ilovesymposia.com/tag/computer-science,/categories/computer-science/
http://ilovesymposia.com/tag/markdown,/categories/markdown/
http://ilovesymposia.com/tag/search,/categories/search/
http://ilovesymposia.com/tag/politics,/categories/politics/
http://ilovesymposia.com/tag/microsoft,/categories/microsoft/
http://ilovesymposia.com/tag/open-access,/categories/open-access/
http://ilovesymposia.com/tag/open-source,/categories/open-source/
http://ilovesymposia.com/tag/ted,/categories/ted/
http://ilovesymposia.com/tag/jython,/categories/jython/
http://ilovesymposia.com/tag/fiji-jython,/categories/fiji-jython/
http://ilovesymposia.com/tag/photo-management,/categories/photo-management/
http://ilovesymposia.com/tag/test-driven-development,/categories/test-driven-development/
http://ilovesymposia.com/tag/green-technology,/categories/green-technology/
http://ilovesymposia.com/tag/python-javabridge,/categories/python-javabridge/
http://ilovesymposia.com/tag/electric-vehicles,/categories/electric-vehicles/
http://ilovesymposia.com/tag/brian-greene,/categories/brian-greene/
http://ilovesymposia.com/tag/science,/categories/science/
http://ilovesymposia.com/tag/plos,/categories/plos/
http://ilovesymposia.com/tag/python-bioformats,/categories/python-bioformats/
http://ilovesymposia.com/tag/climate-change,/categories/climate-change/
http://ilovesymposia.com/tag/neuroscience,/categories/neuroscience/
http://ilovesymposia.com/tag/environment,/categories/environment/
http://ilovesymposia.com/tag/google,/categories/google/
http://ilovesymposia.com/tag/github,/categories/github/
http://ilovesymposia.com/tag/conference,/categories/conference/
http://ilovesymposia.com/tag/scientific-computing,/categories/scientific-computing/
http://ilovesymposia.com/tag/research-blogging,/categories/research-blogging/
http://ilovesymposia.com/tag/tesla,/categories/tesla/
http://ilovesymposia.com/tag/software,/categories/software/
http://ilovesymposia.com/tag/mavericks,/categories/mavericks/
http://ilovesymposia.com/tag/yahoo,/categories/yahoo/
http://ilovesymposia.com/tag/technology,/categories/technology/
http://ilovesymposia.com/tag/women-in-science,/categories/women-in-science/
http://ilovesymposia.com/tag/e-ink,/categories/e-ink/
http://ilovesymposia.com/tag/proprietary-software,/categories/proprietary-software/
http://ilovesymposia.com/tag/web-development,/categories/web-development/
http://ilovesymposia.com/tag/gmail,/categories/gmail/
http://ilovesymposia.com/tag/planet-scipy,/categories/planet-scipy/
http://ilovesymposia.com/tag/silverlight,/categories/silverlight/
http://ilovesymposia.com/tag/link,/categories/link/
http://ilovesymposia.com/tag/oo-design,/categories/oo-design/
http://ilovesymposia.com/tag/email,/categories/email/
http://ilovesymposia.com/tag/scipy,/categories/scipy/
http://ilovesymposia.com/tag/quicksilver,/categories/quicksilver/
http://ilovesymposia.com/tag/biotechnology,/categories/biotechnology/
http://ilovesymposia.com/tag/fiji,/categories/fiji/
http://ilovesymposia.com/tag/science-publishing,/categories/science-publishing/
http://ilovesymposia.com/tag/design-patterns,/categories/design-patterns/
http://ilovesymposia.com/tag/object-oriented-programming,/categories/object-oriented-programming/
http://ilovesymposia.com/tag/github-pages,/categories/github-pages/
http://ilovesymposia.com/tag/python,/categories/python/
http://ilovesymposia.com/tag/co2-emissions,/categories/co2-emissions/
http://ilovesymposia.com/tag/statistics,/categories/statistics/
http://ilovesymposia.com/tag/ipad,/categories/ipad/
http://ilovesymposia.com/tag/data-sharing,/categories/data-sharing/
http://ilovesymposia.com/tag/biology,/categories/biology/
http://ilovesymposia.com/tag/c++,/categories/c%2B%2B/
http://ilovesymposia.com/tag/olympics,/categories/olympics/
http://ilovesymposia.com/tag/transportation,/categories/transportation/
http://ilovesymposia.com/tag/oo-programming,/categories/oo-programming/
http://ilovesymposia.com/tag/jekyll,/categories/jekyll/
http://ilovesymposia.com/tag/workshops,/categories/workshops/
http://ilovesymposia.com/tag/diversity,/categories/diversity/
http://ilovesymposia.com/tag/experimental-design,/categories/experimental-design/
http://ilovesymposia.com/tag/johnson,/categories/johnson/
http://ilovesymposia.com/tag/hotmail,/categories/hotmail/
http://ilovesymposia.com/tag/gadgets,/categories/gadgets/
http://ilovesymposia.com/tag/helm,/categories/helm/
http://ilovesymposia.com/tag/continuous-integration,/categories/continuous-integration/
http://ilovesymposia.com/tag/video,/categories/video/
http://ilovesymposia.com/tag/vlissides,/categories/vlissides/
http://ilovesymposia.com/tag/object-oriented-design,/categories/object-oriented-design/
http://ilovesymposia.com/tag/structuring-element,/categories/structuring-element/
http://ilovesymposia.com/tag/numba,/categories/numba/
http://ilovesymposia.com/tag/physics,/categories/physics/
http://ilovesymposia.com/tag/osx,/categories/osx/
http://ilovesymposia.com/tag/gamma,/categories/gamma/
http://ilovesymposia.com/tag/programming,/categories/programming/
http://ilovesymposia.com/tag/iphoto,/categories/iphoto/
http://ilovesymposia.com/tag/chat,/categories/chat/
http://ilovesymposia.com/tag/macbook-pro,/categories/macbook-pro/
http://ilovesymposia.com/tag/python-3,/categories/python-3/
http://ilovesymposia.com/tag/ted-talks,/categories/ted-talks/
http://ilovesymposia.com/tag/cars,/categories/cars/
http://ilovesymposia.com/tag/tablets,/categories/tablets/
http://ilovesymposia.com/tag/image-analysis,/categories/image-analysis/
http://ilovesymposia.com/tag/stephen-colbert,/categories/stephen-colbert/
http://ilovesymposia.com/tag/software-review,/categories/software-review/
http://ilovesymposia.com/tag/gang-of-four,/categories/gang-of-four/
http://ilovesymposia.com/tag/legacy-python,/categories/legacy-python/
http://ilovesymposia.com/tag/scientific-publishing,/categories/scientific-publishing/
